loan_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,delinq_2yrs,pub_rec_bankruptcies,loan_status
6000, 36 months,17.47,215.33,10+ years,RENT,45000,3,0,Fully Paid
15000, 36 months,7.69,467.91,10+ years,MORTGAGE,85000,0,0,Fully Paid
10175, 60 months,14.91,241.59,10+ years,MORTGAGE,35500,1,0,Fully Paid
16000, 36 months,12.74,537.11,4 years,OWN,68000,0,0,Fully Paid
10000, 36 months,7.66,311.8,6 years,RENT,79200,0,0,Fully Paid
5000, 36 months,13.06,168.62,8 years,RENT,42000,0,0,Current
25000, 60 months,28.72,789.3,6 years,RENT,60000,0,0,Current
12000, 36 months,15.31,417.81,2 years,RENT,54000,0,0,Current
8000, 36 months,7.89,250.29,2 years,MORTGAGE,75000,1,0,Current
16000, 36 months,11.49,527.55,10+ years,MORTGAGE,45000,1,1,Current
22800, 36 months,24.74,903.4,6 years,MORTGAGE,69148.8,3,1,Current
6025, 36 months,11.44,198.51,10+ years,RENT,50000,0,0,Current
8000, 36 months,21.67,304.16,,RENT,20000,0,0,Charged Off
20500, 36 months,13.68,697.46,9 years,MORTGAGE,58420,0,0,Fully Paid
32000, 60 months,13.99,744.42,4 years,MORTGAGE,150000,0,0,Fully Paid
24800, 60 months,16.99,616.22,10+ years,RENT,65000,0,0,Current
12000, 60 months,21.67,329.18,10+ years,RENT,65000,0,0,Fully Paid
10000, 36 months,13.67,340.18,< 1 year,RENT,42000,1,0,Fully Paid
4000, 36 months,24.84,158.71,10+ years,MORTGAGE,84000,0,1,Current
40000, 36 months,7.56,1245.36,10+ years,RENT,210000,2,0,Current
14000, 36 months,16.99,499.07,8 years,RENT,80000,0,0,Current
10000, 36 months,7.66,311.8,4 years,RENT,43000,0,0,Fully Paid
8000, 36 months,15.8,280.47,10+ years,MORTGAGE,40000,0,0,Charged Off
25000, 60 months,27.27,767.43,1 year,MORTGAGE,120000,0,0,Current
11200, 36 months,14.79,387.11,1 year,MORTGAGE,91200,0,1,Charged Off
5000, 36 months,9.44,160.03,2 years,RENT,39000,0,0,Current
23000, 60 months,8.9,476.33,10+ years,MORTGAGE,120000,1,0,Fully Paid
21000, 36 months,5.32,632.42,4 years,RENT,145000,0,0,Current
9000, 36 months,8.18,282.78,3 years,MORTGAGE,66500,1,0,Fully Paid
10000, 36 months,14.31,343.29,< 1 year,MORTGAGE,53000,1,0,Fully Paid
13000, 60 months,10.49,279.36,4 years,RENT,74000,0,0,Current
12000, 36 months,9.49,384.34,3 years,MORTGAGE,95000,4,0,Fully Paid
11000, 60 months,24.99,322.81,10+ years,MORTGAGE,79000,2,0,Fully Paid
10000, 36 months,11.99,332.1,10+ years,RENT,74157.46,0,1,Current
10000, 36 months,10.42,324.65,,MORTGAGE,15960,1,1,Fully Paid
28000, 36 months,7.12,866.1,7 years,MORTGAGE,175000,2,0,Fully Paid
14000, 60 months,11.99,311.36,10+ years,MORTGAGE,145206.22,0,0,Charged Off
18000, 60 months,8.18,366.53,10+ years,MORTGAGE,125000,0,1,Fully Paid
15175, 36 months,17.27,543.08,2 years,MORTGAGE,58000,0,0,Charged Off
40000, 36 months,7.21,1238.93,3 years,RENT,50000,0,0,Current
18750, 60 months,12.99,426.53,10+ years,MORTGAGE,45000,1,0,Current
15000, 60 months,13.99,348.95,5 years,RENT,60000,2,0,Current
7800, 36 months,16.02,274.31,< 1 year,RENT,42000,2,0,Current
18675, 36 months,13.98,638.09,3 years,OWN,52000,0,1,Fully Paid
3000, 36 months,19.52,110.76,4 years,MORTGAGE,75000,0,0,Fully Paid
10000, 36 months,11.99,332.1,3 years,RENT,70815.73,0,0,Fully Paid
25000, 60 months,19.52,655.69,7 years,MORTGAGE,86800,0,1,Fully Paid
10000, 60 months,15.05,238.17,6 years,MORTGAGE,95000,1,0,Current
12000, 60 months,12.99,272.98,< 1 year,RENT,40000,0,5,Fully Paid
20000, 60 months,14.52,470.78,,RENT,50000,1,0,Current
20000, 36 months,9.49,640.57,2 years,RENT,85000,0,0,Current
9100, 36 months,8.39,286.81,10+ years,RENT,48000,0,0,Fully Paid
6500, 36 months,11.14,213.24,8 years,MORTGAGE,42000,0,0,Fully Paid
15000, 60 months,13.67,346.47,4 years,RENT,62400,0,0,Current
14400, 36 months,8.59,455.18,10+ years,MORTGAGE,80200,0,0,Fully Paid
3525, 36 months,15.61,123.26,< 1 year,RENT,52000,1,0,Fully Paid
1600, 36 months,13.99,54.68,10+ years,OWN,75000,0,0,Charged Off
18000, 36 months,10.16,582.17,10+ years,MORTGAGE,70000,0,0,Fully Paid
7000, 36 months,10.99,229.14,7 years,OWN,75000,0,0,Fully Paid
8000, 36 months,12.61,268.06,2 years,OWN,45000,0,1,Fully Paid
12600, 36 months,7.24,390.44,2 years,MORTGAGE,70000,0,0,Fully Paid
8000, 36 months,10.99,261.88,,MORTGAGE,32000,0,0,Fully Paid
12000, 36 months,8.59,379.32,10+ years,OWN,83000,0,0,Current
9600, 36 months,7.49,298.58,4 years,MORTGAGE,120000,0,0,Current
36525, 60 months,13.56,841.57,4 years,RENT,166000,0,0,Current
14000, 36 months,10.41,454.45,9 years,MORTGAGE,74900,0,0,Current
20000, 36 months,19.92,742.46,10+ years,MORTGAGE,85000,0,1,Current
5000, 36 months,12.12,166.36,1 year,RENT,50000,0,1,Fully Paid
13000, 36 months,17.09,464.07,,OWN,34000,0,0,Charged Off
24575, 36 months,6.89,757.57,10+ years,MORTGAGE,60000,0,0,Fully Paid
19025, 60 months,18.99,493.42,10+ years,MORTGAGE,96000,0,0,Current
9600, 36 months,9.43,307.21,9 years,RENT,50000,0,0,Current
3000, 36 months,7.49,93.31,2 years,RENT,47000,0,0,Fully Paid
14000, 60 months,16.59,344.86,10+ years,MORTGAGE,48500,1,0,Charged Off
7000, 36 months,11.44,230.64,2 years,RENT,65400,4,0,Fully Paid
17650, 36 months,11.99,586.15,9 years,OWN,47000,0,0,Current
4000, 36 months,14.09,136.89,8 years,RENT,45000,0,0,Fully Paid
6000, 36 months,18.24,217.64,10+ years,RENT,45000,2,0,Fully Paid
20000, 60 months,15.59,482.02,10+ years,MORTGAGE,92000,0,0,Charged Off
12000, 60 months,11.05,261.21,1 year,MORTGAGE,105000,1,0,Fully Paid
15000, 36 months,7.89,469.29,,MORTGAGE,55000,0,0,Fully Paid
3500, 36 months,10.75,114.18,9 years,OWN,59000,1,1,Fully Paid
4950, 36 months,15.22,172.13,4 years,MORTGAGE,41160,1,0,Fully Paid
15000, 36 months,9.92,483.45,2 years,MORTGAGE,53000,0,0,Current
3500, 36 months,12.73,117.48,10+ years,MORTGAGE,105000,0,1,Current
35000, 60 months,19.53,918.16,9 years,RENT,95900,1,0,Charged Off
10000, 36 months,7.35,310.38,7 years,OWN,52000,0,0,Current
7500, 36 months,7.21,232.3,10+ years,RENT,59000,0,0,Current
14000, 60 months,13.49,322.07,10+ years,MORTGAGE,65000,0,1,Fully Paid
10000, 36 months,11.14,328.06,1 year,MORTGAGE,62400,0,0,Fully Paid
12000, 36 months,6.89,369.93,6 years,MORTGAGE,172000,0,0,Fully Paid
10000, 60 months,18.94,259.08,3 years,MORTGAGE,72000,0,0,Current
30000, 36 months,17.27,1073.62,3 years,RENT,120000,1,0,Fully Paid
15000, 36 months,14.08,513.25,10+ years,MORTGAGE,150000,0,0,Current
4875, 36 months,8.39,153.65,1 year,RENT,35000,0,0,Fully Paid
5000, 36 months,26.3,202.26,10+ years,RENT,110000,1,0,Fully Paid
22000, 60 months,15.8,532.67,10+ years,MORTGAGE,54000,0,0,Charged Off
7200, 36 months,13.59,244.65,3 years,MORTGAGE,80000,0,0,Fully Paid
12000, 60 months,16.02,291.95,10+ years,RENT,47000,0,0,Charged Off
5000, 36 months,19.05,183.41,3 years,RENT,25000,0,0,Charged Off
12000, 36 months,15.8,420.71,10+ years,RENT,60000,0,0,Charged Off
6000, 36 months,11.44,197.69,4 years,MORTGAGE,50000,0,1,Fully Paid
5000, 36 months,13.56,169.83,8 years,RENT,37000,0,1,Current
16000, 36 months,5.32,481.84,4 years,RENT,94000,0,0,Fully Paid
20000, 36 months,10.42,649.3,10+ years,RENT,100000,0,1,Current
8000, 36 months,5.32,240.92,3 years,RENT,113000,0,0,Fully Paid
9800, 36 months,15.99,344.5,< 1 year,RENT,28000,0,0,Fully Paid
10450, 36 months,18.92,382.64,< 1 year,MORTGAGE,56000,1,0,Fully Paid
10000, 60 months,15.05,238.17,2 years,MORTGAGE,40000,0,0,Current
24000, 60 months,13.99,558.32,< 1 year,RENT,93000,0,1,Charged Off
10600, 36 months,15.31,369.07,2 years,RENT,48000,0,0,Fully Paid
15800, 60 months,9.16,329.22,,MORTGAGE,31643,0,0,Charged Off
11025, 36 months,18.99,404.08,10+ years,MORTGAGE,50000,0,0,Fully Paid
12000, 36 months,13.99,410.08,1 year,MORTGAGE,59200,0,0,Charged Off
12000, 60 months,11.55,264.22,10+ years,MORTGAGE,60000,0,0,Current
25000, 36 months,9.99,806.57,9 years,MORTGAGE,125000,1,0,Fully Paid
28000, 36 months,7.9,876.13,< 1 year,MORTGAGE,110000,0,0,Fully Paid
19750, 60 months,23.13,558.24,8 years,MORTGAGE,33000,0,0,In Grace Period
16000, 60 months,13.99,372.21,10+ years,RENT,52000,0,1,Fully Paid
12000, 36 months,5.32,361.38,10+ years,MORTGAGE,60000,0,0,Fully Paid
10000, 36 months,6.46,306.31,10+ years,RENT,80000,0,0,Current
10000, 36 months,7.49,311.02,10+ years,MORTGAGE,79000,0,0,Current
30000, 60 months,21.99,828.4,1 year,OWN,65000,0,0,Fully Paid
2500, 36 months,7.56,77.84,< 1 year,OWN,75000,0,0,Current
4000, 36 months,8.18,125.68,3 years,RENT,39000,0,0,Fully Paid
19800, 36 months,6.49,606.77,7 years,OWN,120000,0,0,Fully Paid
3600, 36 months,17.09,128.52,10+ years,MORTGAGE,60000,1,0,Charged Off
7200, 36 months,12.13,239.6,5 years,MORTGAGE,40000,1,0,Current
10000, 36 months,9.44,320.05,10+ years,MORTGAGE,60000,0,0,Current
5150, 36 months,19.99,191.37,,MORTGAGE,43000,1,0,Fully Paid
1500, 36 months,14.08,51.33,10+ years,MORTGAGE,37000,0,0,Current
23575, 36 months,20.5,882.15,10+ years,MORTGAGE,96113,0,0,Fully Paid
6225, 36 months,13.66,211.73,< 1 year,RENT,26000,0,0,Fully Paid
18000, 60 months,11.44,395.33,10+ years,MORTGAGE,128000,1,0,Fully Paid
11600, 60 months,14.3,271.72,10+ years,RENT,62500,0,0,Fully Paid
20000, 60 months,15.05,476.33,10+ years,MORTGAGE,118000,0,0,Fully Paid
24900, 60 months,18.49,638.96,10+ years,OWN,61000,1,0,Fully Paid
12000, 36 months,9.92,386.76,1 year,RENT,76000,0,0,Current
30875, 36 months,13.06,1041.2,10+ years,MORTGAGE,130000,0,0,Current
4800, 36 months,22.39,184.29,10+ years,MORTGAGE,60000,0,1,Current
15000, 36 months,6.97,462.96,< 1 year,RENT,101490,1,0,Fully Paid
21000, 36 months,11.47,692.2,3 years,RENT,100000,0,0,Fully Paid
10000, 36 months,6.24,305.31,10+ years,MORTGAGE,68500,0,0,Fully Paid
28000, 36 months,7.26,867.9,10+ years,MORTGAGE,166000,0,0,Fully Paid
24000, 60 months,19.99,635.72,10+ years,MORTGAGE,286000,0,1,Current
22000, 60 months,17.1,547.95,10+ years,MORTGAGE,92000,4,0,Fully Paid
8000, 36 months,12.13,266.22,10+ years,MORTGAGE,45000,0,0,Current
8975, 36 months,15.8,314.65,1 year,MORTGAGE,100000,0,0,Fully Paid
15000, 36 months,9.16,478.12,10+ years,RENT,97000,1,0,Fully Paid
6400, 36 months,26.31,258.92,10+ years,RENT,47500,0,0,Current
32000, 60 months,9.93,678.81,4 years,RENT,100000,0,0,Current
2500, 36 months,13.67,85.05,2 years,OWN,55870,1,1,Current
17000, 36 months,10.91,555.84,7 years,RENT,70000,1,0,Current
10000, 36 months,9.16,318.75,5 years,RENT,70000,0,0,Fully Paid
25000, 60 months,9.58,526.03,10+ years,RENT,45000,0,0,Current
32000, 36 months,24.85,1269.78,8 years,OWN,98000,0,0,Fully Paid
16000, 36 months,7.39,496.9,10+ years,MORTGAGE,130000,0,1,Fully Paid
6000, 36 months,11.55,198,1 year,MORTGAGE,67500,1,0,Fully Paid
20000, 60 months,9.44,419.46,1 year,OWN,80000,0,0,Current
6000, 36 months,23.99,235.37,3 years,MORTGAGE,54000,0,0,Fully Paid
24025, 36 months,6.07,731.65,,MORTGAGE,66106,0,0,Current
16000, 60 months,9.17,333.46,10+ years,MORTGAGE,82000,0,0,Current
6400, 36 months,6.49,196.13,8 years,MORTGAGE,50000,0,0,Fully Paid
25000, 60 months,15.31,598.83,2 years,OWN,100000,0,0,Fully Paid
8000, 36 months,7.39,248.45,10+ years,RENT,87000,0,0,Fully Paid
10000, 36 months,10.75,326.21,10+ years,RENT,40000,0,0,Fully Paid
7200, 36 months,14.99,249.56,10+ years,MORTGAGE,48000,2,0,Charged Off
9000, 36 months,12.69,301.91,7 years,RENT,33000,0,1,Fully Paid
7200, 36 months,6.92,222.06,< 1 year,MORTGAGE,75000,3,0,Fully Paid
10000, 60 months,16.99,248.48,1 year,RENT,65000,0,0,Fully Paid
15000, 36 months,19.03,550.07,< 1 year,RENT,30720,0,0,Current
10000, 60 months,11.05,217.68,5 years,OWN,20500,0,0,Current
25000, 36 months,11.49,824.29,2 years,RENT,80304,0,0,Current
14500, 60 months,15.49,348.7,5 years,OWN,38100,0,0,Current
12500, 36 months,10.9,408.65,2 years,RENT,62000,0,0,Current
35000, 36 months,13.98,1195.88,10+ years,MORTGAGE,97000,0,0,Fully Paid
25000, 60 months,18.99,648.38,8 years,MORTGAGE,98120,1,0,Current
20000, 60 months,8.46,409.95,6 years,MORTGAGE,75000,1,0,Fully Paid
20000, 60 months,14.65,472.14,2 years,RENT,61000,0,0,Charged Off
17000, 36 months,8.39,535.79,< 1 year,RENT,39520,0,0,Fully Paid
20000, 36 months,9.44,640.1,,MORTGAGE,95000,0,0,Fully Paid
10625, 60 months,18.99,275.56,10+ years,MORTGAGE,30000,0,0,Charged Off
35000, 60 months,25.49,1037.38,3 years,MORTGAGE,97998,0,0,In Grace Period
35000, 60 months,25.78,1043.37,2 years,RENT,250000,0,0,Fully Paid
20000, 36 months,16.02,703.34,10+ years,RENT,96000,0,1,Fully Paid
9600, 36 months,10.41,311.62,10+ years,RENT,101100,0,0,Current
12000, 60 months,10.49,257.87,10+ years,MORTGAGE,75000,0,0,Fully Paid
10800, 36 months,19.92,400.93,6 years,MORTGAGE,48000,0,0,Current
10000, 60 months,15.59,241.01,10+ years,MORTGAGE,49700,0,0,Current
5000, 36 months,7.96,156.59,10+ years,MORTGAGE,63000,0,0,Current
30000, 60 months,8.81,619.99,5 years,MORTGAGE,175000,0,0,Current
25000, 60 months,10.08,532.17,2 years,MORTGAGE,60000,0,0,Current
30000, 60 months,24.08,864.44,3 years,MORTGAGE,76000,0,1,Fully Paid
10000, 36 months,11.99,332.1,10+ years,RENT,63000,0,1,Fully Paid
15000, 36 months,9.17,478.19,2 years,MORTGAGE,115000,0,1,Fully Paid
30000, 36 months,7.02,926.59,1 year,MORTGAGE,100000,0,0,Current
12000, 60 months,11.47,263.74,10+ years,MORTGAGE,92000,0,0,Current
10000, 36 months,5.32,301.15,10+ years,RENT,92000,0,0,Current
20000, 60 months,10.75,432.36,,MORTGAGE,116000,1,0,Current
3000, 36 months,18.25,108.84,5 years,RENT,67000,0,0,Fully Paid
30000, 36 months,14.99,1039.82,2 years,MORTGAGE,140000,0,0,Current
18000, 36 months,11.06,589.81,< 1 year,RENT,75000,0,0,Current
15000, 36 months,15.99,527.29,6 years,RENT,52000,0,0,Charged Off
7000, 36 months,13.33,236.98,9 years,MORTGAGE,65000,0,0,Fully Paid
15725, 36 months,10.15,508.51,9 years,OWN,35000,1,0,Fully Paid
25000, 60 months,15.61,602.79,10+ years,MORTGAGE,95000,0,0,Fully Paid
9600, 36 months,10.99,314.25,10+ years,MORTGAGE,28000,0,1,Fully Paid
20000, 36 months,10.75,652.41,10+ years,RENT,48000,0,1,Fully Paid
7500, 36 months,10.99,245.51,3 years,RENT,42000,0,0,Fully Paid
5000, 36 months,16.02,175.84,10+ years,MORTGAGE,54000,1,0,Current
19125, 60 months,16.55,470.7,1 year,RENT,47979,0,0,Current
22400, 36 months,5.31,674.48,10+ years,MORTGAGE,60000,0,0,Current
24000, 60 months,11.49,527.71,10+ years,ANY,110000,0,0,Fully Paid
5000, 36 months,10.91,163.49,5 years,RENT,65000,0,0,Fully Paid
9900, 36 months,13.11,334.1,10+ years,MORTGAGE,45000,0,0,Fully Paid
20000, 36 months,7.69,623.88,10+ years,OWN,75000,1,0,Fully Paid
16000, 60 months,12.62,360.95,1 year,RENT,165000,1,0,Current
18750, 36 months,9.99,604.93,10+ years,MORTGAGE,65000,0,0,Fully Paid
12000, 60 months,14.99,285.42,4 years,MORTGAGE,87000,2,0,Current
10000, 60 months,15.02,238.01,7 years,OWN,115000,0,0,Fully Paid
4700, 36 months,12.73,157.76,8 years,RENT,30000,0,0,Fully Paid
14000, 60 months,13.49,322.07,7 years,MORTGAGE,65000,0,0,Current
3000, 36 months,9.17,95.64,10+ years,MORTGAGE,60000,2,0,Fully Paid
12500, 36 months,7.26,387.46,10+ years,MORTGAGE,148000,0,5,Charged Off
35000, 36 months,16.02,1230.85,3 years,MORTGAGE,288000,3,0,Late (16-30 days)
6000, 36 months,11.55,198,< 1 year,OWN,36000,2,0,Current
36000, 60 months,14.03,838.22,2 years,MORTGAGE,135000,0,0,Current
19500, 60 months,14.99,463.81,< 1 year,MORTGAGE,1000,0,0,Fully Paid
6000, 36 months,17.97,216.83,1 year,RENT,92000,0,0,Current
10000, 36 months,8.08,313.74,< 1 year,RENT,50000,0,0,Current
26000, 36 months,7.69,790.07,10+ years,MORTGAGE,110000,2,0,Fully Paid
25000, 60 months,13.35,573.32,8 years,MORTGAGE,83000,1,0,Fully Paid
12000, 36 months,19.99,445.91,10+ years,MORTGAGE,102504,1,1,Fully Paid
15000, 36 months,7.26,464.95,10+ years,MORTGAGE,79000,2,0,Fully Paid
18000, 60 months,11.99,400.31,5 years,MORTGAGE,108000,0,0,Current
6000, 36 months,14.07,205.27,10+ years,RENT,36700,1,0,Current
20000, 36 months,13.33,677.07,8 years,RENT,60000,0,1,Fully Paid
26400, 60 months,13.06,601.5,2 years,RENT,115000,0,0,Current
12000, 60 months,15.59,289.21,10+ years,MORTGAGE,42000,0,0,Current
6500, 36 months,10.16,210.23,1 year,RENT,25000,0,0,Fully Paid
10000, 36 months,21.45,379.07,6 years,RENT,39000,0,0,Charged Off
7000, 36 months,7.89,219,10+ years,MORTGAGE,110000,0,0,Fully Paid
18000, 36 months,7.97,563.81,6 years,RENT,95000,0,0,In Grace Period
29000, 60 months,17.57,729.65,4 years,MORTGAGE,105000,0,0,Fully Paid
15400, 60 months,20.99,416.54,4 years,RENT,35000,0,0,Charged Off
24000, 36 months,12.13,798.64,2 years,MORTGAGE,14400,1,0,Current
3600, 36 months,10.08,116.3,10+ years,MORTGAGE,120000,4,0,Current
32000, 60 months,16.02,778.52,,MORTGAGE,7000,2,0,Charged Off
12800, 60 months,13.49,294.47,9 years,MORTGAGE,48800,0,0,Fully Paid
14000, 36 months,7.21,433.63,10+ years,MORTGAGE,125000,0,0,Current
10000, 36 months,5.31,301.11,10+ years,RENT,60000,0,0,Current
6500, 36 months,13.06,219.2,10+ years,OWN,14352,0,1,Fully Paid
6000, 36 months,21,226.06,2 years,MORTGAGE,40000,0,0,Fully Paid
10000, 36 months,13.11,337.47,10+ years,MORTGAGE,65000,0,0,Charged Off
25000, 36 months,7.84,781.57,2 years,RENT,68000,0,0,Current
4000, 36 months,9.99,129.05,< 1 year,RENT,38000,0,0,Fully Paid
16000, 36 months,16.02,562.68,< 1 year,MORTGAGE,50000,0,0,Current
4000, 36 months,12.62,134.05,4 years,RENT,42000,0,0,Current
24000, 36 months,5.32,722.76,10+ years,OWN,64000,0,0,Current
10000, 36 months,8.24,314.48,7 years,MORTGAGE,93000,0,1,Fully Paid
14400, 36 months,12.62,482.57,,RENT,60000,0,0,Current
40000, 36 months,7.39,1242.23,10+ years,MORTGAGE,200000,0,0,Fully Paid
18000, 60 months,16.99,447.25,7 years,MORTGAGE,95000,0,0,Fully Paid
15000, 60 months,13.49,345.08,10+ years,MORTGAGE,52000,0,1,Fully Paid
25000, 60 months,20.99,676.2,10+ years,RENT,75000,0,1,Fully Paid
10000, 36 months,11.67,330.57,7 years,MORTGAGE,30000,1,0,Fully Paid
11000, 36 months,7.35,341.42,10+ years,MORTGAGE,100000,0,0,Fully Paid
6200, 36 months,18.49,225.68,4 years,MORTGAGE,80000,0,0,Fully Paid
16800, 60 months,10.49,361.02,,MORTGAGE,54000,1,0,Current
25000, 60 months,9.44,524.32,10+ years,MORTGAGE,120000,0,0,Fully Paid
8000, 36 months,6.92,246.73,7 years,MORTGAGE,136000,0,0,Fully Paid
2000, 36 months,20.39,74.73,10+ years,MORTGAGE,66000,0,1,Current
9000, 36 months,12.74,302.12,< 1 year,MORTGAGE,38000,0,0,Current
10700, 60 months,28.14,334.06,10+ years,MORTGAGE,98000,0,0,Fully Paid
16000, 60 months,10.49,343.83,10+ years,MORTGAGE,115000,0,0,Current
19600, 36 months,15.59,685.12,10+ years,RENT,45000,0,1,Fully Paid
40000, 36 months,6.19,1220.33,2 years,MORTGAGE,50000,0,0,Current
12000, 36 months,7.51,373.33,4 years,RENT,86000,0,0,Fully Paid
28000, 36 months,5.32,843.22,6 years,MORTGAGE,250000,1,0,Fully Paid
13000, 36 months,5.32,391.5,10+ years,MORTGAGE,120000,1,0,Fully Paid
3000, 36 months,7.07,92.73,5 years,RENT,18000,0,0,Current
3025, 36 months,12.74,101.55,2 years,RENT,51000,0,0,Current
30000, 60 months,10.47,644.38,6 years,RENT,48000,0,0,Current
13650, 36 months,6.49,418.3,3 years,OWN,147000,0,0,Fully Paid
24225, 60 months,25.8,722.45,7 years,MORTGAGE,64000,1,0,Charged Off
16000, 60 months,18.75,412.86,5 years,MORTGAGE,120000,0,0,Fully Paid
6000, 36 months,11.49,197.83,6 years,RENT,127000,1,0,Fully Paid
10000, 36 months,10.91,326.97,3 years,RENT,100000,0,0,Fully Paid
1800, 36 months,13.11,60.75,7 years,MORTGAGE,37000,1,0,Fully Paid
8000, 36 months,14.33,274.71,10+ years,RENT,88000,2,0,Fully Paid
12000, 36 months,5.31,361.33,4 years,MORTGAGE,106000,0,0,Fully Paid
14000, 36 months,11.53,461.87,2 years,RENT,50000,1,0,Fully Paid
20000, 36 months,11.14,656.11,,MORTGAGE,53354.64,0,0,Fully Paid
15000, 36 months,10.42,486.98,10+ years,MORTGAGE,83000,0,1,Fully Paid
3000, 36 months,12.79,100.78,4 years,RENT,33000,0,0,Fully Paid
30000, 36 months,12.69,1006.35,5 years,MORTGAGE,65000,0,0,Fully Paid
6000, 36 months,8.67,189.88,9 years,RENT,34500,0,0,Charged Off
15000, 36 months,12.62,502.67,10+ years,OWN,57900,0,0,Current
10800, 36 months,11.49,356.09,4 years,MORTGAGE,50000,0,1,Fully Paid
19050, 36 months,13.33,644.91,1 year,MORTGAGE,70000,0,0,Fully Paid
23000, 60 months,8.18,468.35,3 years,RENT,75000,0,0,Current
5500, 36 months,22.35,211.05,< 1 year,RENT,90000,0,0,Current
6000, 36 months,11.47,197.78,2 years,MORTGAGE,45000,0,0,Fully Paid
16000, 60 months,7.89,323.59,10+ years,MORTGAGE,110000,0,0,Current
10400, 36 months,11.39,342.41,2 years,RENT,47500,0,0,Current
6600, 36 months,18.99,241.9,5 years,RENT,35000,0,0,Charged Off
6000, 36 months,12.29,200.12,10+ years,RENT,60000,0,0,Fully Paid
12800, 60 months,14.48,301.03,8 years,RENT,33000,0,1,Charged Off
24000, 60 months,9.99,509.82,10+ years,RENT,55661,0,0,Current
22400, 60 months,8.39,458.39,3 years,MORTGAGE,89250,0,0,Current
2500, 36 months,18.94,91.57,4 years,RENT,25000,0,0,Current
6000, 36 months,14.99,207.97,4 years,RENT,47000,0,0,Charged Off
14550, 36 months,12.29,485.29,1 year,OWN,70000,0,0,Fully Paid
10000, 36 months,13.49,339.31,10+ years,OWN,50000,1,0,Fully Paid
15000, 36 months,10.49,487.47,2 years,RENT,173696,0,0,Fully Paid
20000, 36 months,13.35,677.26,6 years,MORTGAGE,54400,0,1,Fully Paid
7000, 36 months,6.97,216.05,10+ years,RENT,87000,1,0,Fully Paid
4500, 36 months,13.99,153.78,,MORTGAGE,53000,2,0,Charged Off
30000, 60 months,17.47,753.18,2 years,MORTGAGE,65000,0,0,Fully Paid
28000, 36 months,17.56,1006.1,10+ years,MORTGAGE,81000,3,0,Charged Off
30000, 60 months,8.19,611.03,9 years,MORTGAGE,170000,0,0,Current
4200, 36 months,10.99,137.49,10+ years,RENT,60000,2,0,Fully Paid
9000, 36 months,14.31,308.96,10+ years,MORTGAGE,94000,0,0,Fully Paid
20000, 60 months,27.27,613.94,1 year,MORTGAGE,105000,0,1,In Grace Period
4600, 36 months,7.59,143.28,10+ years,OWN,50000,0,0,Current
5000, 36 months,15.02,173.38,10+ years,MORTGAGE,49000,1,0,Current
10000, 60 months,26.31,301.25,10+ years,RENT,31000,0,0,Current
21000, 36 months,13.11,708.69,7 years,RENT,104000,0,0,Fully Paid
6500, 36 months,7.34,201.72,10+ years,MORTGAGE,92000,1,0,Current
35000, 36 months,7.07,1081.82,10+ years,MORTGAGE,110000,0,0,Current
7200, 36 months,11.06,235.93,,MORTGAGE,15000,0,0,Current
25000, 36 months,14.47,860.16,7 years,MORTGAGE,120000,0,0,Current
28000, 36 months,6.99,864.44,4 years,MORTGAGE,130000,0,0,Fully Paid
30000, 60 months,18.55,770.81,10+ years,OWN,75000,0,0,Fully Paid
15000, 60 months,15.61,361.67,10+ years,MORTGAGE,97000,1,0,Fully Paid
